Hour,Minute,SensorID,SmartObjectID,CurrentReading,RecordedTime,SensorType,SmartObjectLocation,SmartObjectName
20,22,1,1,24.40,"2024-04-11 20:22:14",Humidity,Arkonor,CafeteriaInside
20,22,1,1,24.50,"2024-04-11 20:22:17",Humidity,Arkonor,CafeteriaInside
20,22,1,1,24.40,"2024-04-11 20:22:20",Humidity,Arkonor,CafeteriaInside
20,22,1,1,24.30,"2024-04-11 20:22:23",Humidity,Arkonor,CafeteriaInside
20,22,1,1,24.30,"2024-04-11 20:22:26",Humidity,Arkonor,CafeteriaInside
20,22,1,1,24.50,"2024-04-11 20:22:29",Humidity,Arkonor,CafeteriaInside
20,22,1,1,24.50,"2024-04-11 20:22:32",Humidity,Arkonor,CafeteriaInside
20,22,1,1,24.40,"2024-04-11 20:22:35",Humidity,Arkonor,CafeteriaInside
20,22,1,1,24.40,"2024-04-11 20:22:38",Humidity,Arkonor,CafeteriaInside
20,22,1,1,24.60,"2024-04-11 20:22:41",Humidity,Arkonor,CafeteriaInside
20,22,1,1,24.60,"2024-04-11 20:22:44",Humidity,Arkonor,CafeteriaInside
20,26,1,1,25.30,"2024-04-11 20:26:30",Humidity,Arkonor,CafeteriaInside
20,26,1,1,25.30,"2024-04-11 20:26:33",Humidity,Arkonor,CafeteriaInside
20,26,1,1,25.20,"2024-04-11 20:26:36",Humidity,Arkonor,CafeteriaInside
20,26,1,1,25.20,"2024-04-11 20:26:39",Humidity,Arkonor,CafeteriaInside
20,26,1,1,25.10,"2024-04-11 20:26:42",Humidity,Arkonor,CafeteriaInside
20,26,1,1,25.00,"2024-04-11 20:26:45",Humidity,Arkonor,CafeteriaInside
20,26,1,1,24.90,"2024-04-11 20:26:48",Humidity,Arkonor,CafeteriaInside
20,26,1,1,24.80,"2024-04-11 20:26:51",Humidity,Arkonor,CafeteriaInside
20,26,1,1,24.90,"2024-04-11 20:26:54",Humidity,Arkonor,CafeteriaInside
20,26,1,1,24.90,"2024-04-11 20:26:57",Humidity,Arkonor,CafeteriaInside
20,27,1,1,24.90,"2024-04-11 20:27:00",Humidity,Arkonor,CafeteriaInside
20,27,1,1,24.90,"2024-04-11 20:27:03",Humidity,Arkonor,CafeteriaInside
20,27,1,1,24.80,"2024-04-11 20:27:06",Humidity,Arkonor,CafeteriaInside
20,27,1,1,74.00,"2024-04-11 20:27:25",Humidity,Arkonor,CafeteriaInside
20,27,1,1,74.00,"2024-04-11 20:27:28",Humidity,Arkonor,CafeteriaInside
20,27,1,1,74.10,"2024-04-11 20:27:31",Humidity,Arkonor,CafeteriaInside
20,27,1,1,74.20,"2024-04-11 20:27:34",Humidity,Arkonor,CafeteriaInside
20,27,1,1,74.10,"2024-04-11 20:27:37",Humidity,Arkonor,CafeteriaInside
20,27,1,1,74.00,"2024-04-11 20:27:42",Humidity,Arkonor,CafeteriaInside
20,27,1,1,74.00,"2024-04-11 20:27:43",Humidity,Arkonor,CafeteriaInside
20,27,1,1,74.00,"2024-04-11 20:27:49",Humidity,Arkonor,CafeteriaInside
20,27,1,1,73.90,"2024-04-11 20:27:52",Humidity,Arkonor,CafeteriaInside
20,27,1,1,73.80,"2024-04-11 20:27:56",Humidity,Arkonor,CafeteriaInside
20,27,1,1,73.60,"2024-04-11 20:27:58",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.60,"2024-04-11 20:28:01",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.70,"2024-04-11 20:28:04",Humidity,Arkonor,CafeteriaInside
20,28,1,1,74.00,"2024-04-11 20:28:07",Humidity,Arkonor,CafeteriaInside
20,28,1,1,74.20,"2024-04-11 20:28:15",Humidity,Arkonor,CafeteriaInside
20,28,1,1,74.10,"2024-04-11 20:28:18",Humidity,Arkonor,CafeteriaInside
20,28,1,1,74.00,"2024-04-11 20:28:21",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.80,"2024-04-11 20:28:24",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.80,"2024-04-11 20:28:27",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.80,"2024-04-11 20:28:30",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.80,"2024-04-11 20:28:33",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.80,"2024-04-11 20:28:36",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.80,"2024-04-11 20:28:39",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.90,"2024-04-11 20:28:42",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.90,"2024-04-11 20:28:45",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.80,"2024-04-11 20:28:48",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.70,"2024-04-11 20:28:51",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.70,"2024-04-11 20:28:54",Humidity,Arkonor,CafeteriaInside
20,28,1,1,73.70,"2024-04-11 20:28:57",Humidity,Arkonor,CafeteriaInside
20,29,1,1,73.80,"2024-04-11 20:29:00",Humidity,Arkonor,CafeteriaInside
20,29,1,1,73.90,"2024-04-11 20:29:03",Humidity,Arkonor,CafeteriaInside
20,29,1,1,73.90,"2024-04-11 20:29:06",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.00,"2024-04-11 20:29:09",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.00,"2024-04-11 20:29:12",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.50,"2024-04-11 20:29:15",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.60,"2024-04-11 20:29:18",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.60,"2024-04-11 20:29:21",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.60,"2024-04-11 20:29:24",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.40,"2024-04-11 20:29:27",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.40,"2024-04-11 20:29:30",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.20,"2024-04-11 20:29:33",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.20,"2024-04-11 20:29:36",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.10,"2024-04-11 20:29:39",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.10,"2024-04-11 20:29:42",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.00,"2024-04-11 20:29:45",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.00,"2024-04-11 20:29:48",Humidity,Arkonor,CafeteriaInside
20,29,1,1,74.00,"2024-04-11 20:29:51",Humidity,Arkonor,CafeteriaInside
20,29,1,1,73.80,"2024-04-11 20:29:54",Humidity,Arkonor,CafeteriaInside
20,29,1,1,73.60,"2024-04-11 20:29:57",Humidity,Arkonor,CafeteriaInside
20,30,1,1,73.30,"2024-04-11 20:30:00",Humidity,Arkonor,CafeteriaInside
20,30,1,1,73.30,"2024-04-11 20:30:03",Humidity,Arkonor,CafeteriaInside
20,30,1,1,73.20,"2024-04-11 20:30:15",Humidity,Arkonor,CafeteriaInside
20,30,1,1,73.60,"2024-04-11 20:30:15",Humidity,Arkonor,CafeteriaInside
20,30,1,1,73.60,"2024-04-11 20:30:20",Humidity,Arkonor,CafeteriaInside
20,30,1,1,73.60,"2024-04-11 20:30:21",Humidity,Arkonor,CafeteriaInside
20,30,1,1,73.80,"2024-04-11 20:30:31",Humidity,Arkonor,CafeteriaInside
20,30,1,1,73.90,"2024-04-11 20:30:35",Humidity,Arkonor,CafeteriaInside
20,30,1,1,74.10,"2024-04-11 20:30:37",Humidity,Arkonor,CafeteriaInside
20,30,1,1,74.90,"2024-04-11 20:30:55",Humidity,Arkonor,CafeteriaInside
20,30,1,1,74.90,"2024-04-11 20:30:57",Humidity,Arkonor,CafeteriaInside
20,31,1,1,74.20,"2024-04-11 20:31:01",Humidity,Arkonor,CafeteriaInside
20,31,1,1,75.00,"2024-04-11 20:31:01",Humidity,Arkonor,CafeteriaInside
20,31,1,1,75.20,"2024-04-11 20:31:03",Humidity,Arkonor,CafeteriaInside
20,31,1,1,75.30,"2024-04-11 20:31:06",Humidity,Arkonor,CafeteriaInside
20,31,1,1,74.00,"2024-04-11 20:31:09",Humidity,Arkonor,CafeteriaInside
20,31,1,1,75.50,"2024-04-11 20:31:10",Humidity,Arkonor,CafeteriaInside
20,31,1,1,75.60,"2024-04-11 20:31:17",Humidity,Arkonor,CafeteriaInside
20,31,1,1,75.60,"2024-04-11 20:31:24",Humidity,Arkonor,CafeteriaInside
20,31,1,1,75.60,"2024-04-11 20:31:27",Humidity,Arkonor,CafeteriaInside
20,31,1,1,75.70,"2024-04-11 20:31:29",Humidity,Arkonor,CafeteriaInside
20,31,1,1,75.70,"2024-04-11 20:31:32",Humidity,Arkonor,CafeteriaInside
20,31,1,1,76.20,"2024-04-11 20:31:47",Humidity,Arkonor,CafeteriaInside
20,31,1,1,76.30,"2024-04-11 20:31:53",Humidity,Arkonor,CafeteriaInside
20,31,1,1,76.40,"2024-04-11 20:31:53",Humidity,Arkonor,CafeteriaInside
20,31,1,1,76.50,"2024-04-11 20:31:56",Humidity,Arkonor,CafeteriaInside
20,32,1,1,76.70,"2024-04-11 20:32:00",Humidity,Arkonor,CafeteriaInside
20,32,1,1,76.80,"2024-04-11 20:32:02",Humidity,Arkonor,CafeteriaInside
20,32,1,1,75.90,"2024-04-11 20:32:05",Humidity,Arkonor,CafeteriaInside
20,32,1,1,76.90,"2024-04-11 20:32:07",Humidity,Arkonor,CafeteriaInside
20,32,1,1,77.00,"2024-04-11 20:32:10",Humidity,Arkonor,CafeteriaInside
20,32,1,1,77.00,"2024-04-11 20:32:13",Humidity,Arkonor,CafeteriaInside
20,32,1,1,77.10,"2024-04-11 20:32:19",Humidity,Arkonor,CafeteriaInside
20,32,1,1,77.30,"2024-04-11 20:32:24",Humidity,Arkonor,CafeteriaInside
20,32,1,1,77.30,"2024-04-11 20:32:27",Humidity,Arkonor,CafeteriaInside
20,32,1,1,77.40,"2024-04-11 20:32:30",Humidity,Arkonor,CafeteriaInside
20,32,1,1,77.50,"2024-04-11 20:32:33",Humidity,Arkonor,CafeteriaInside
20,32,1,1,77.50,"2024-04-11 20:32:39",Humidity,Arkonor,CafeteriaInside
20,32,1,1,77.70,"2024-04-11 20:32:47",Humidity,Arkonor,CafeteriaInside
20,32,1,1,77.80,"2024-04-11 20:32:50",Humidity,Arkonor,CafeteriaInside
20,32,1,1,77.90,"2024-04-11 20:32:55",Humidity,Arkonor,CafeteriaInside
20,33,1,1,78.00,"2024-04-11 20:33:01",Humidity,Arkonor,CafeteriaInside
20,33,1,1,78.00,"2024-04-11 20:33:05",Humidity,Arkonor,CafeteriaInside
20,33,1,1,78.10,"2024-04-11 20:33:19",Humidity,Arkonor,CafeteriaInside
20,33,1,1,78.20,"2024-04-11 20:33:22",Humidity,Arkonor,CafeteriaInside
20,34,1,1,79.30,"2024-04-11 20:34:45",Humidity,Arkonor,CafeteriaInside
20,34,1,1,79.40,"2024-04-11 20:34:55",Humidity,Arkonor,CafeteriaInside
20,35,1,1,79.40,"2024-04-11 20:35:00",Humidity,Arkonor,CafeteriaInside
20,35,1,1,79.50,"2024-04-11 20:35:07",Humidity,Arkonor,CafeteriaInside
20,35,1,1,79.70,"2024-04-11 20:35:29",Humidity,Arkonor,CafeteriaInside
20,36,1,1,80.20,"2024-04-11 20:36:28",Humidity,Arkonor,CafeteriaInside
20,36,1,1,80.30,"2024-04-11 20:36:28",Humidity,Arkonor,CafeteriaInside
20,36,1,1,80.30,"2024-04-11 20:36:32",Humidity,Arkonor,CafeteriaInside
20,36,1,1,80.30,"2024-04-11 20:36:39",Humidity,Arkonor,CafeteriaInside
20,36,1,1,80.40,"2024-04-11 20:36:41",Humidity,Arkonor,CafeteriaInside
20,37,1,1,80.50,"2024-04-11 20:37:07",Humidity,Arkonor,CafeteriaInside
20,37,1,1,80.60,"2024-04-11 20:37:10",Humidity,Arkonor,CafeteriaInside
20,37,1,1,80.60,"2024-04-11 20:37:13",Humidity,Arkonor,CafeteriaInside
20,37,1,1,80.60,"2024-04-11 20:37:19",Humidity,Arkonor,CafeteriaInside
20,37,1,1,80.60,"2024-04-11 20:37:20",Humidity,Arkonor,CafeteriaInside
20,37,1,1,80.60,"2024-04-11 20:37:23",Humidity,Arkonor,CafeteriaInside
20,37,1,1,80.80,"2024-04-11 20:37:38",Humidity,Arkonor,CafeteriaInside
20,38,1,1,80.70,"2024-04-11 20:38:00",Humidity,Arkonor,CafeteriaInside
20,38,1,1,80.70,"2024-04-11 20:38:06",Humidity,Arkonor,CafeteriaInside
20,38,1,1,80.80,"2024-04-11 20:38:09",Humidity,Arkonor,CafeteriaInside
20,38,1,1,80.80,"2024-04-11 20:38:24",Humidity,Arkonor,CafeteriaInside
20,38,1,1,80.80,"2024-04-11 20:38:44",Humidity,Arkonor,CafeteriaInside
20,38,1,1,80.80,"2024-04-11 20:38:47",Humidity,Arkonor,CafeteriaInside
20,38,1,1,80.70,"2024-04-11 20:38:53",Humidity,Arkonor,CafeteriaInside
20,40,1,1,81.00,"2024-04-11 20:40:12",Humidity,Arkonor,CafeteriaInside
20,40,1,1,81.00,"2024-04-11 20:40:15",Humidity,Arkonor,CafeteriaInside
20,40,1,1,80.90,"2024-04-11 20:40:18",Humidity,Arkonor,CafeteriaInside
20,40,1,1,80.90,"2024-04-11 20:40:22",Humidity,Arkonor,CafeteriaInside
20,40,1,1,80.90,"2024-04-11 20:40:25",Humidity,Arkonor,CafeteriaInside
20,40,1,1,81.00,"2024-04-11 20:40:28",Humidity,Arkonor,CafeteriaInside
20,40,1,1,80.90,"2024-04-11 20:40:31",Humidity,Arkonor,CafeteriaInside
20,40,1,1,80.90,"2024-04-11 20:40:34",Humidity,Arkonor,CafeteriaInside
20,40,1,1,80.90,"2024-04-11 20:40:37",Humidity,Arkonor,CafeteriaInside
20,40,1,1,80.90,"2024-04-11 20:40:44",Humidity,Arkonor,CafeteriaInside
20,40,1,1,80.80,"2024-04-11 20:40:45",Humidity,Arkonor,CafeteriaInside
20,40,1,1,80.80,"2024-04-11 20:40:52",Humidity,Arkonor,CafeteriaInside
20,40,1,1,80.90,"2024-04-11 20:40:55",Humidity,Arkonor,CafeteriaInside
20,40,1,1,80.90,"2024-04-11 20:40:58",Humidity,Arkonor,CafeteriaInside
20,41,1,1,80.90,"2024-04-11 20:41:01",Humidity,Arkonor,CafeteriaInside
20,41,1,1,80.90,"2024-04-11 20:41:10",Humidity,Arkonor,CafeteriaInside
20,41,1,1,80.90,"2024-04-11 20:41:12",Humidity,Arkonor,CafeteriaInside
20,41,1,1,80.90,"2024-04-11 20:41:16",Humidity,Arkonor,CafeteriaInside
20,41,1,1,80.90,"2024-04-11 20:41:22",Humidity,Arkonor,CafeteriaInside
20,41,1,1,80.90,"2024-04-11 20:41:24",Humidity,Arkonor,CafeteriaInside
20,41,1,1,80.90,"2024-04-11 20:41:28",Humidity,Arkonor,CafeteriaInside
20,41,1,1,81.00,"2024-04-11 20:41:34",Humidity,Arkonor,CafeteriaInside
20,41,1,1,81.00,"2024-04-11 20:41:36",Humidity,Arkonor,CafeteriaInside
20,42,1,1,81.00,"2024-04-11 20:42:49",Humidity,Arkonor,CafeteriaInside
20,42,1,1,81.00,"2024-04-11 20:42:51",Humidity,Arkonor,CafeteriaInside
20,42,1,1,80.90,"2024-04-11 20:42:54",Humidity,Arkonor,CafeteriaInside
20,42,1,1,80.90,"2024-04-11 20:42:57",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.90,"2024-04-11 20:43:00",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.80,"2024-04-11 20:43:04",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.80,"2024-04-11 20:43:06",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.80,"2024-04-11 20:43:10",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.80,"2024-04-11 20:43:12",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.90,"2024-04-11 20:43:15",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.90,"2024-04-11 20:43:19",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.90,"2024-04-11 20:43:22",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.90,"2024-04-11 20:43:24",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.90,"2024-04-11 20:43:27",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.90,"2024-04-11 20:43:31",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.90,"2024-04-11 20:43:33",Humidity,Arkonor,CafeteriaInside
20,43,1,1,81.00,"2024-04-11 20:43:36",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.90,"2024-04-11 20:43:39",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.90,"2024-04-11 20:43:43",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.80,"2024-04-11 20:43:46",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.80,"2024-04-11 20:43:50",Humidity,Arkonor,CafeteriaInside
20,43,1,1,80.80,"2024-04-11 20:43:52",Humidity,Arkonor,CafeteriaInside
20,44,1,1,80.80,"2024-04-11 20:44:00",Humidity,Arkonor,CafeteriaInside
20,44,1,1,80.80,"2024-04-11 20:44:03",Humidity,Arkonor,CafeteriaInside
20,44,1,1,80.80,"2024-04-11 20:44:06",Humidity,Arkonor,CafeteriaInside
20,44,1,1,80.90,"2024-04-11 20:44:09",Humidity,Arkonor,CafeteriaInside
20,44,1,1,80.90,"2024-04-11 20:44:12",Humidity,Arkonor,CafeteriaInside
20,44,1,1,80.90,"2024-04-11 20:44:15",Humidity,Arkonor,CafeteriaInside
20,44,1,1,80.90,"2024-04-11 20:44:18",Humidity,Arkonor,CafeteriaInside
20,44,1,1,80.90,"2024-04-11 20:44:21",Humidity,Arkonor,CafeteriaInside
20,44,1,1,80.90,"2024-04-11 20:44:24",Humidity,Arkonor,CafeteriaInside
20,44,1,1,81.10,"2024-04-11 20:44:33",Humidity,Arkonor,CafeteriaInside
20,44,1,1,81.20,"2024-04-11 20:44:39",Humidity,Arkonor,CafeteriaInside
20,44,1,1,81.20,"2024-04-11 20:44:41",Humidity,Arkonor,CafeteriaInside
20,44,1,1,81.30,"2024-04-11 20:44:43",Humidity,Arkonor,CafeteriaInside
20,44,1,1,81.20,"2024-04-11 20:44:48",Humidity,Arkonor,CafeteriaInside
20,44,1,1,81.20,"2024-04-11 20:44:51",Humidity,Arkonor,CafeteriaInside
20,44,1,1,81.20,"2024-04-11 20:44:54",Humidity,Arkonor,CafeteriaInside
20,44,1,1,81.20,"2024-04-11 20:44:57",Humidity,Arkonor,CafeteriaInside
20,45,1,1,81.10,"2024-04-11 20:45:02",Humidity,Arkonor,CafeteriaInside
20,45,1,1,81.10,"2024-04-11 20:45:04",Humidity,Arkonor,CafeteriaInside
20,45,1,1,81.10,"2024-04-11 20:45:10",Humidity,Arkonor,CafeteriaInside
20,45,1,1,81.10,"2024-04-11 20:45:13",Humidity,Arkonor,CafeteriaInside
20,45,1,1,81.10,"2024-04-11 20:45:16",Humidity,Arkonor,CafeteriaInside
20,45,1,1,81.10,"2024-04-11 20:45:24",Humidity,Arkonor,CafeteriaInside
20,45,1,1,81.10,"2024-04-11 20:45:29",Humidity,Arkonor,CafeteriaInside
20,45,1,1,81.10,"2024-04-11 20:45:36",Humidity,Arkonor,CafeteriaInside
20,47,1,1,81.30,"2024-04-11 20:47:30",Humidity,Arkonor,CafeteriaInside
20,47,1,1,81.30,"2024-04-11 20:47:31",Humidity,Arkonor,CafeteriaInside
20,47,1,1,81.30,"2024-04-11 20:47:35",Humidity,Arkonor,CafeteriaInside
20,47,1,1,81.20,"2024-04-11 20:47:37",Humidity,Arkonor,CafeteriaInside
20,47,1,1,81.10,"2024-04-11 20:47:40",Humidity,Arkonor,CafeteriaInside
20,47,1,1,81.10,"2024-04-11 20:47:43",Humidity,Arkonor,CafeteriaInside
20,47,1,1,81.10,"2024-04-11 20:47:46",Humidity,Arkonor,CafeteriaInside
20,47,1,1,81.10,"2024-04-11 20:47:49",Humidity,Arkonor,CafeteriaInside
20,47,1,1,81.10,"2024-04-11 20:47:52",Humidity,Arkonor,CafeteriaInside
20,47,1,1,81.10,"2024-04-11 20:47:55",Humidity,Arkonor,CafeteriaInside
20,48,1,1,81.20,"2024-04-11 20:48:12",Humidity,Arkonor,CafeteriaInside
20,48,1,1,81.20,"2024-04-11 20:48:19",Humidity,Arkonor,CafeteriaInside
20,48,1,1,81.30,"2024-04-11 20:48:39",Humidity,Arkonor,CafeteriaInside
20,48,1,1,81.30,"2024-04-11 20:48:45",Humidity,Arkonor,CafeteriaInside
20,48,1,1,81.30,"2024-04-11 20:48:48",Humidity,Arkonor,CafeteriaInside
20,48,1,1,81.20,"2024-04-11 20:48:52",Humidity,Arkonor,CafeteriaInside
20,48,1,1,81.30,"2024-04-11 20:48:55",Humidity,Arkonor,CafeteriaInside
20,48,1,1,81.30,"2024-04-11 20:48:57",Humidity,Arkonor,CafeteriaInside
20,49,1,1,81.30,"2024-04-11 20:49:01",Humidity,Arkonor,CafeteriaInside
20,49,1,1,81.30,"2024-04-11 20:49:04",Humidity,Arkonor,CafeteriaInside
20,49,1,1,81.30,"2024-04-11 20:49:07",Humidity,Arkonor,CafeteriaInside
20,49,1,1,81.30,"2024-04-11 20:49:11",Humidity,Arkonor,CafeteriaInside
20,49,1,1,81.30,"2024-04-11 20:49:12",Humidity,Arkonor,CafeteriaInside
20,49,1,1,81.20,"2024-04-11 20:49:56",Humidity,Arkonor,CafeteriaInside
20,50,1,1,81.20,"2024-04-11 20:50:05",Humidity,Arkonor,CafeteriaInside
20,50,1,1,81.30,"2024-04-11 20:50:19",Humidity,Arkonor,CafeteriaInside
20,50,1,1,81.30,"2024-04-11 20:50:22",Humidity,Arkonor,CafeteriaInside
20,54,1,1,81.30,"2024-04-11 20:54:09",Humidity,Arkonor,CafeteriaInside
20,54,1,1,81.30,"2024-04-11 20:54:17",Humidity,Arkonor,CafeteriaInside
20,54,1,1,81.30,"2024-04-11 20:54:27",Humidity,Arkonor,CafeteriaInside
20,54,1,1,81.30,"2024-04-11 20:54:30",Humidity,Arkonor,CafeteriaInside
20,54,1,1,81.20,"2024-04-11 20:54:33",Humidity,Arkonor,CafeteriaInside
20,54,1,1,81.20,"2024-04-11 20:54:36",Humidity,Arkonor,CafeteriaInside
20,54,1,1,81.10,"2024-04-11 20:54:39",Humidity,Arkonor,CafeteriaInside
20,54,1,1,81.10,"2024-04-11 20:54:42",Humidity,Arkonor,CafeteriaInside
20,54,1,1,81.10,"2024-04-11 20:54:45",Humidity,Arkonor,CafeteriaInside
20,54,1,1,81.20,"2024-04-11 20:54:48",Humidity,Arkonor,CafeteriaInside
20,54,1,1,81.20,"2024-04-11 20:54:51",Humidity,Arkonor,CafeteriaInside
20,54,1,1,81.20,"2024-04-11 20:54:54",Humidity,Arkonor,CafeteriaInside
20,54,1,1,81.20,"2024-04-11 20:54:57",Humidity,Arkonor,CafeteriaInside
20,55,1,1,81.10,"2024-04-11 20:55:00",Humidity,Arkonor,CafeteriaInside
20,55,1,1,81.10,"2024-04-11 20:55:04",Humidity,Arkonor,CafeteriaInside
20,55,1,1,81.10,"2024-04-11 20:55:06",Humidity,Arkonor,CafeteriaInside
20,55,1,1,81.00,"2024-04-11 20:55:09",Humidity,Arkonor,CafeteriaInside
20,55,1,1,81.00,"2024-04-11 20:55:12",Humidity,Arkonor,CafeteriaInside
20,55,1,1,80.90,"2024-04-11 20:55:15",Humidity,Arkonor,CafeteriaInside
20,55,1,1,80.90,"2024-04-11 20:55:18",Humidity,Arkonor,CafeteriaInside
20,55,1,1,80.90,"2024-04-11 20:55:21",Humidity,Arkonor,CafeteriaInside
20,57,1,1,81.30,"2024-04-11 20:57:54",Humidity,Arkonor,CafeteriaInside
20,57,1,1,81.20,"2024-04-11 20:57:57",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.20,"2024-04-11 20:58:00",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.20,"2024-04-11 20:58:03",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.20,"2024-04-11 20:58:06",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.20,"2024-04-11 20:58:09",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.10,"2024-04-11 20:58:12",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.20,"2024-04-11 20:58:15",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.20,"2024-04-11 20:58:18",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.20,"2024-04-11 20:58:21",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.20,"2024-04-11 20:58:24",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.30,"2024-04-11 20:58:27",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.30,"2024-04-11 20:58:30",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.30,"2024-04-11 20:58:33",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.30,"2024-04-11 20:58:36",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.30,"2024-04-11 20:58:39",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.30,"2024-04-11 20:58:42",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.40,"2024-04-11 20:58:45",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.30,"2024-04-11 20:58:48",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.30,"2024-04-11 20:58:51",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.30,"2024-04-11 20:58:54",Humidity,Arkonor,CafeteriaInside
20,58,1,1,81.30,"2024-04-11 20:58:57",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.40,"2024-04-11 20:59:00",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.40,"2024-04-11 20:59:03",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.40,"2024-04-11 20:59:06",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.40,"2024-04-11 20:59:09",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.40,"2024-04-11 20:59:12",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.40,"2024-04-11 20:59:15",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.40,"2024-04-11 20:59:18",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.40,"2024-04-11 20:59:22",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.50,"2024-04-11 20:59:24",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.50,"2024-04-11 20:59:27",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.50,"2024-04-11 20:59:33",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.50,"2024-04-11 20:59:34",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.50,"2024-04-11 20:59:37",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.50,"2024-04-11 20:59:40",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.60,"2024-04-11 20:59:43",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.60,"2024-04-11 20:59:46",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.60,"2024-04-11 20:59:49",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.60,"2024-04-11 20:59:53",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.60,"2024-04-11 20:59:56",Humidity,Arkonor,CafeteriaInside
20,59,1,1,81.60,"2024-04-11 20:59:59",Humidity,Arkonor,CafeteriaInside
21,00,1,1,81.60,"2024-04-11 21:00:03",Humidity,Arkonor,CafeteriaInside
